,desc,location,size,value
1269,Luxurious New And Modern 5 Bedroom Villas in Kitisuru,"Kitisuru road, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 125000000
1270,Tigoni Beautiful 4 Bedroom House on 2.56 Acres Prime Land,"Tigoni Beautiful 4 bedroom house on 2.56 Acres Prime Land-80M, Tigoni, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1271,Town House 5 Br with Dsq & Guest Wing – Spring Valley – off Lower Kabete Rd,"Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
1272,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 82000000
1273,Fahari Height-Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1274,4 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1275,Kyuna-4 Bedroom Bungalow on 1 Acre Mature Garden Within A Gated Community,"Kyuna within a gated community,Embassies and shopping malls, Kyuna, Nairobi, Nairobi",4 Bedrooms,KSh 100000000
1276,"Lavington, House for sale","Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
1277,Town House for sale on Makueni Road,"Makueni road, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 38000000
1278,5 Bed Brand New Townhouse at Royal Park Langata,"Jeylaani Blvd, Langata, Nairobi, Nairobi",5 Bedrooms,KSh 35000000
1279,"5 Bedroom Town House, Karen","Thogoto Mutarakwa Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1280,"Runda, 4 Bedroom Double Storey House for sale","Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
1281,4 Bedroom House for Sale in Karen,"Near Galleria, Karen, Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 73000000
1282,4 Bedroom House for Sale in Karen,"627 Langata Rd, Karen, Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
1283,Karen Bogani Road- 4 Bedroom All Ensuite. On Half Acre,"Karen Bogani rd, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1284,2 Massionate for sale  in Kasarani at Sports View,"THIKA ROAD, Kasarani, Nairobi, Nairobi",6 Bedrooms,KSh 20000000
1285,"Deluxe 4 Bedroom Bungalow on One Acre for sale in Karen, Mukoma Road,","Mukoma road, Karen, Nairobi, Nairobi",3 Bedrooms,KSh 80000000
1286,5 Bedroom House for sale in Nyari,"Nyari Central, Nyari, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
1287,4 Bedroom House in A Popular Location  Karen,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 80000000
1288,5 Bedroom House for sale in Lower Kabete,"Lower Kabete Road, Lower Kabete, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1289,5 Bedroom House for sale in Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 135000000
1290,5 Bedroom Town-House for sale in Karen,"Karen Plains, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1291,4 Bedroom House For Sale In Karen,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 115000000
1292,Five Bedroom with Guest Wing at Kitisuru,"Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 145000000
1293,Adams Arcade Townhouse 3 Bedrooms,"Ngong Road, Nairobi, Nairobi",3 Bedrooms,KSh 27000000
1294,"5 Bedroom Home & 2 Bedroom Guest Cottage , Karen","Karen, Nairobi, Nairobi",5 Bedrooms,Contact seller for price
1295,5 Bedroom House for sale in Karen (Off Bogani Road),"Bogani Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1296,Town House 4 Bedroom 3 En-Suite With Dsq - Karen - Kerarapon Close,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 39500000
1297,5 Bedroom Townhouse for sale in Brookside Westlands,"Brookside, Brookside, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1298,A New Development of Executive 5 Bedroom Townhouses in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 72000000
1299,4 Bedroom House for sale in Loresho,"Loresho Close, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1300,Beautiful 4 Bedroom Semi-Detached Townhouse in Langata,"Langata, Langata, Nairobi, Nairobi",4 Bedrooms,KSh 29000000
1301,Fair Field Park,"Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
1302,Pillar Maisonette,"KAREN, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1303,Brand New Development of 72 Maisonettes for sale,"Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 11500000
1304,Spacious 2 Bedroom House in Madaraka,"Madaraka, Nairobi, Nairobi",2 Bedrooms,KSh 7500000
1305,"An Elegant 4 Bedroom all Ensuite Maisonette with Dsq in Kileleshwa, Kikambala Road","Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 47000000
1306,"4 Bedroom Main House & Guest Cottages on 3.2 Acre of Land, Karen","Karen, Nairobi, Nairobi",8 Bedrooms,KSh 175000000
1307,5 Bedroom House For Sale in Thika Road,"Thika Road, Nairobi, Nairobi",5 Bedrooms,KSh 35000000
1308,River Side 4 Bed Room Bungalow,"Riverside, Riverside, Nairobi, Nairobi",4 Bedrooms,KSh 200000000
1309,4 Bedroom Townhouse For Sale In Redhill,"Limuru Rd Limuru, Riruta, Nairobi, Nairobi",4 Bedrooms,KSh 27500000
1310,"Spacious 4 Bedroom, All Ensuite House-Lavington","Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 39700000
1311,Maisonette - Garden Estate,"Garden Estate, Nairobi, Nairobi",4 Bedrooms,KSh 110000000
1312,Beautiful 4 Bedroom Hose for sale,"Galleria, Karen, Nairobi, Nairobi",4 Bedrooms,Contact seller for price
1313,20330 - A Rare Luxury 4 Bedroom House,"Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 165000000
1314,"3 Bedroom Maisonette in Kileleshwa, Kandara road","Kandara road, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,KSh 35000000
1315,5 Bedroom House in Muthaiga Nairobi,"Muthaiga, Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 650000000
1316,Luxurious 6 bedroom with 2 ensuite in new kitusuru for sale.,"Kitisuru, Nairobi, Nairobi",6 Bedrooms,KSh 130000000
1317,8 Bedroom House  for sale,"MUSA GITAU ROAD, Lavington, Nairobi, Nairobi",8 Bedrooms,KSh 150000000
1318,5 Bedroom House for sale in Kyuna,"Kyuna, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
1319,Lavington 5 Bedroom Townhouse,"Lavington close to Valley arcade,International schools & Embassies, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
1320,Lovely new family house for sale,"Kiambu/Kimiti Rd., Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
1321,The Ambassadorial 6 Bedroom Sq in Runda,"Runda, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 140000000
1322,6 Bedroom Townhouse For Sale In Kilimani,"Elgeyo Marakwet Road, Kilimani, Nairobi, Nairobi",6 Bedrooms,KSh 40000000
1323,Cottingham Woods,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1324,4 Bedroom House for sale,"Galleria, Karen, Nairobi, Nairobi",4 Bedrooms,Contact seller for price
1325,6 Bedroom House for sale in Nyari,"Nyari, Nairobi, Nairobi",6 Bedrooms,KSh 350000000
1326,"Luxury 5 Bedrooms House For Sale, Pan African insuarance","Pan African insuarance, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 80000000
1327,5 Bedroom Stand-Alone in Runda on 0.75 Acres,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 210000000
1328,4 Bedroom House For Sale In Industrial Area,"Off Likoni Road, Riruta, Nairobi, Nairobi",4 Bedrooms,KSh 29000000
1329,6 Bedroom Townhouse For Sale In Lavington,"James Gichuru Rd, Lavington, Nairobi, Nairobi",6 Bedrooms,KSh 70000000
1330,An Exclusive And Prestgious Modern 4 Bedroom Villa in Lower Kabete,"Lower Kabete Road, Lower Kabete, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
1331,3 Bedroom House In Syokimau,"Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 10500000
1332,Lavish 5 Bedroom Town- House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1333,4 Bedroom Terrace Town Houses In Ruiru,"Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 8000000
1334,4 Bedroom Townhouse for sale in Kileleshwa,"Kaputei Rd, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 66000000
1335,Charming & Beautiful House for sale,"Miotoni road, Karen, Nairobi, Nairobi",5 Bedrooms,Contact seller for price
1336,"Muthaiga, 5 Bedroom Home for sale","Muthaiga close to the UN complex,International schools and Embassies, Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 160000000
1337,Modern High End 5 bedroom house - Ridgeways,"Ridgeways, Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1338,4 Bedroom Townhouse Runda,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 36000000
1339,Modern Family Home at Karen,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
1340,5 Bedroom Town-House for sale in Westlands,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 50000000
1341,A Spacious 4 Bedroom House in Old Muthaiga,"Muthaiga Road, Muthaiga, Nairobi, Nairobi",4 Bedrooms,KSh 190000000
1342,"5 Bedroom Modern Villa With Dsq And Pool, Karen","Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1343,4 Bedroom Ultra Modern Townhouse Of Peponi Road,"Peponi road, Peponi, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
1344,5 Bedroom Townhouse in Lavington.,"Convent Rd, Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1345,"Luxury 5 Bedrooms House For Sale, Hekima rd","Hekima rd, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 76000000
1346,5 Bedroom Townhouse for sale in Kileleshwa,"Kaputei Rd, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1347,5 Bedroom Triplex Townhouse at Riverside,"Riverside Dr (Riverside Groove), Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 50000000
1348,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 76000000
1349,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1350,5 Bedroom Maisonette at Mlolongo,"Mlolongo, Mlolongo, Nairobi, Nairobi",4 Bedrooms,KSh 8500000
1351,4 Bedroom House For Sale In Balozi,"Balozi Nairobi, Riruta, Nairobi, Nairobi",4 Bedrooms,KSh 33000000
1352,House in Ngummo,"Ngummo, Ngummo, Nairobi, Nairobi",3 Bedrooms,KSh 12000000
1353,Excutive 5 Bdm 2 SQ,"James gichuru, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1354,Luxurious 4 Bedrooms Town House,"KAREN, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1355,Amani Village Syokimau - Elegant Townhouses for Sale,"Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 11700000
1356,5 Bedroom Town-House for sale in Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 43000000
1357,House for sale,"Machakos, Nairobi, Nairobi",4 Bedrooms,KSh 27000000
1358,3 Bedroom Maisonette  In Komarock,"komarock, Koma Rock, Nairobi, Nairobi",3 Bedrooms,KSh 11000000
1359,5 Bedroom Townhouse for sale in Lavington,"isaac gathanju road, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1360,House in Ruai Nairobi,"off Kangundo road, Ruai, Nairobi, Nairobi",3 Bedrooms,KSh 4400000
1361,"Town House, Karen","Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1362,"Gigiri, 7 Bedroom House for sale","nyari estate, Gigiri, Nairobi, Nairobi",7 Bedrooms,KSh 110000000
1363,Elegant Commercial Double Storey House with Swimming Pool on 1 Acre in Lavington,"Lavington, Lavington, Nairobi, Nairobi",7 Bedrooms,KSh 400000000
1364,3 Bedroom House For Sale In Mlolongo,"Off Mombasa Road, Riruta, Nairobi, Nairobi",3 Bedrooms,KSh 8000000
1365,"5 Bedroom Townhouse for sale in Lavington, Nairobi","Gitanga road, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 48000000
1366,5 Bedroom House for sale in South C,"South C, Nairobi, Nairobi",5 Bedrooms,KSh 35000000
1367,Five Star Meadows Townhouse,"Kiambu Road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1368,"Kencom Sacco, 4 Bedroom Town House","Paradise Lost, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
1369,Units of Town- House in Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
1370,5 bedroom Townhouse for sale in Syokimau,"Mastermind, Syokimau, Nairobi, Nairobi",5 Bedrooms,KSh 18500000
1371,"Prime 10 Acre Property for sale on Miotoni Road, Karen","Miotoni Road, Karen ,Nairobi Kenya, Karen, Nairobi, Nairobi",7 Bedrooms,KSh 640000000
1372,Lavish 4 Bedroom Townhouse in Rosslyn,"Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 66000000
1373,Prestigious 4 Bedroom House,"karen, Karen, Nairobi, Nairobi",4 Bedrooms,Contact seller for price
1374,"Runda Kasarini, Villas","Kiambu Road, Nairobi, Nairobi",5 Bedrooms,KSh 37500000
1375,4 Bedroom Maisonette For Sale In South C,"Mugoya estate, South C, Nairobi, Nairobi",4 Bedrooms,KSh 13800000
1376,5 Bedroom Villa In Karen - Dik Dik Gardens - 894-2-I,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 69000000
1377,Runda Gardens,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
1378,8 bedroom All Ensute Townhouse for sale in Runda,"Ruaka Drive, Runda, Nairobi, Nairobi",8 Bedrooms,KSh 120000000
1379,Double Storey House For Sale In Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1380,Spacious 4 Bedroom Villas Plus Sq for sale Close To Rossylin Rivera in Rossylin,"Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 73600000
1381,A 7 Bedroom Villa in Karen,"Karen Marist Lane, Karen, Nairobi, Nairobi",7 Bedrooms,KSh 140000000
1382,"Lovely 4 Bedroom Villa in Brookside, Westlands","Brookside, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1383,"Runda, 5 Bedroom House for sale","EAGLE PARK, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
1384,Modern 5 Bedroom Standalone in Runda,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 135000000
1385,20 Njumbi Road,"Njumbi Road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 110000000
1386,Karen 5 Bedroom Luxurious,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 115000000
1387,Beautiful 4 Bedroom Master En-Suite Town House in Kilimani,"Kilimani, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
1388,6 bedroom Townhouse for sale in Karen,"Karen, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 85000000
1389,Charming & Extremely Spacious 4 Bedroom Townhouse in Karen,"KAREN, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
1390,A 5 Bedroom Townhouse for sale at Muthaiga North,"It's along muthaiga north., Muthaiga North, Nairobi, Nairobi",5 Bedrooms,KSh 38000000
1391,5 Bedrooms all Ensuite at Ruiru,"RUIRU BAMBOO GARDENS, Ruiru, Nairobi, Nairobi",5 Bedrooms,Contact seller for price
1392,Townhouse - Ridgeways,"Ridgeways, Nairobi, Nairobi",4 Bedrooms,KSh 115000000
1393,Stylish 4 Bedroom Standalone House in Utawala,"utawala, Utawala , Nairobi, Nairobi",4 Bedrooms,KSh 14500000
1394,4 Bedroom Maisonette - Kirichwa Creek-Kileleshwa,"KIRICHWA CREEK, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
1395,4 Bedroom House for Sale in Karen,"Galleria, Karen, Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1396,4 Bedroom House at The Water Front Gardens Estate,"waiyaki way, Waiyaki Way, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
1397,4 Bedroom House in Lavington,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1398,[email protected],"Convent drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1399,4 Bedroom Townhouse Rosslyn,"Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
1400,8 bedroom House for sale in Nyari,"Nyari, Nyari, Nairobi, Nairobi",8 Bedrooms,KSh 125000000
1401,4 Bedroom Townhouse for sale in Lavington,"othaya road, Longonot, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
1402,4 Bedroom Townhouse for sale in Langata,"Langata, Langata, Nairobi, Nairobi",4 Bedrooms,KSh 31000000
1403,House at Fairfield Park Homes - Mombasa Road,"Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
1404,4 Bedroom Terrace Town Houses In Ruiru,"Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 8000000
1405,Lavington Townhouse,"chalbi drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1406,Fairfield Park,"Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
1407,4 Bedroom Townhouse for sale in Muthaiga North Balozo Estate,"Muthaiga North Garden, Muthaiga North, Nairobi, Nairobi",4 Bedrooms,KSh 32500000
1408,"Luxurious 4 Bedroom Townhouse For Sale, Njumbi road","Njumbi road, Lavington, Nairobi, Nairobi",4 Bedrooms,Contact seller for price
1409,5 Bedroom House For Ksh 60 Million Located in Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
1410,Chalbi Homes Lavington,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1411,3 Bedroom Lovely Maisonette in Syokimau,"Mombasa Road, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 12800000
1412,Four Bedrooms Townhouse all En-suites in Lavington,"Charbi drive, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
1413,1 Acre with 4 Bedrooms House in Muthaiga Nairobi,"Muthaiga, Muthaiga, Nairobi, Nairobi",4 Bedrooms,KSh 250000000
1414,4 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 59000000
1415,4 Bedroom house + DSQ for sale in Embakasi.,"Embakasi, Embakasi, Nairobi, Nairobi",4 Bedrooms,KSh 11000000
1416,5 Bedroom Villa,"Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 180000000
1417,Runda Gardens,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
1418,Six Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",6 Bedrooms,KSh 80000000
1419,4 Bedroom House for sale in Fair Acres Karen,"Fair Acres Rd, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
1420,Four Bedrooms Tonwhoues all En-suites in Karen,"Langata road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1421,4 Bedrooms Mansion,"Parklands, Parklands, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
1422,FOUR  BEDROOMS TONWHOUES FOR    SALE   IN RIVERSIDE,"Riverside drive, Riverside, Nairobi, Nairobi",4 Bedrooms,KSh 140000000
1423,Exquisitely Crafted House in Runda,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1424,"Superior 5 Bedroom Kouse For Sale, Karen","Karen, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
1425,A New And Modern Development Of 4 Bedroom Maisonettes In Syokimau,"Mombasa road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
1426,Five Star Meadows,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1427,4 Bedroom House for sale in Loresho,"Loresho Close, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1428,4 Bedroom Town House plus DSQ For Sale in Kilimani,"dennis pritt, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
1429,6 Bedroom  Maison in New Muthaiga,"thigiri grove, Muthaiga, Nairobi, Nairobi",6 Bedrooms,KSh 160000000
1430,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1431,17 1014 ST An opportunity to acquire this urbane and prestigious three bedroom maisonnette 17 03 23,"Buru Buru Estate, Buruburu, Nairobi, Nairobi",3 Bedrooms,KSh 12000000
1432,4 Bedroom House on One Acre for sale in Karen (Giraffe View),"Mukoma Road, Karen, Nairobi, Nairobi",3 Bedrooms,KSh 80000000
1433,Regal Royal Home in Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1434,"Bustani Villas, 3-Bedroom Master En-Suite Plus Dsq - Mombasa Rd - Syokimau","Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 13000000
1435,5 Bedrooms House In Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1436,3 Bedroom Townhouse for sale in South B,"South B River Bank Estate, South B, Nairobi, Nairobi",3 Bedrooms,KSh 13500000
1437,Ultra- Modern 5 Bedroom Town- House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1438,Beautiful Town House on Elmollo Drive,"Elmollo drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1439,5 Bedrooms Villa,"Lovington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 78000000
1440,4 Bedroom Townhouse for sale in Lavington,"Riara road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
1441,4 Bedroom Townhouse for sale on Kerarapon,"Ngong road, Ngong Road, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
1442,4 Bedroom Villa in Nairobi,"Njubi road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
1443,Extravagant Home in Serene Neighborhood of Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1444,5 Bedroom House in Nyari Central next to New Muthaiga,"nyari, Nyari, Nairobi, Nairobi",5 Bedrooms,KSh 595000000
1445,Palatial 5 Bedroom Kyuna Ambassadorial House,"Kyuna, Kyuna, Nairobi, Nairobi",5 Bedrooms,KSh 130000000
1446,Adams Arcade -3 Bedroom Townhouse Within A Gated Community-Kes28m,"Kilimani close to CBD,International schools and shopping malls, Kilimani, Nairobi, Nairobi",3 Bedrooms,KSh 28000000
1447,"4 Bedroom Townhouse, Thika Road","Thika Road, Nairobi, Nairobi",4 Bedrooms,KSh 13000000
1448,"4br Townhse, Kiambu road","Off Kiambu road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
1449,17 1016 SR An extraordinary prospect to own ideal bungalow 17 03 28,"Karen Plains 17 03 28, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
1450,Elegant 5BR Townhouse in Riverside,"Riverside Drive, Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1451,Beautiful Double Storey Nyari House,"Redhill, Nyari, Nairobi, Nairobi",6 Bedrooms,KSh 485000000
1452,6 Bedroom Town-House for sale in Runda,"Runda, Nairobi, Nairobi",6 Bedrooms,KSh 70000000
1453,Furnished Townhouse to let,"Westlands, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 400000
1454,4 Bedroom Bungalow for sale on Ngong Road Kirarapon,"ngong road, Ngong Road, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
1455,Lovely Picturesque House in Karen,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1456,4 Bedroom Town House at Kilimani,"Hurlingham, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 43000000
1457,* Runda Beautiful Brand New 7 Bedroom House,"Runda close to Braeburn school,UN offices,Embassies  and shopping malls, Runda, Nairobi, Nairobi",7 Bedrooms,KSh 240000000
1458,A Homely Five Bedroom Town House  in Runda,"runda mimosa, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
1459,An Exclusive And Prestgious Modern 4 Bedroom Townhouse in Kyuna,"Shanzu road, Kyuna, Nairobi, Nairobi",4 Bedrooms,KSh 62000000
1460,3 Bedroom  Maisonette for sale,"Naivasha, Riruta, Nairobi, Nairobi",3 Bedrooms,KSh 12600000
1461,"Executive 2 Story 4 Bedroom Country House on Kiambu Road, 5 Star Meadows","mushroom road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
1462,3 Bedrooms Bungalow Master En suite,"Kantafu, Kangundo rd, Ruai, Nairobi, Nairobi",3 Bedrooms,KSh 3500000
1463,Four Bedrooms Townhouse all En-suites in Karen,"Langata road, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1464,Stunning 3 Bedroom Maisonettes In Syokimau,"Syokimau, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 9500000
1465,5 Bedroom Townhouse for sale in Lavington,"Mbambane Road, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1466,3 Bedroom House for sale in Buruburu,"buruburu, Buruburu, Nairobi, Nairobi",3 Bedrooms,KSh 8500000
1467,Kyuna 4 Bedroom House In Nairobi,"Kyuna, Kyuna, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1468,"Modern 5 Bedroom Home, Karen","Karen, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
1469,"Runda, 5 Bedroom House for sale","RUNDA CYCADS, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
1470,4 bedroom House for sale in Kitisuru,"Ngecha Road, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 58000000
1471,"A Beautiful Town House for sale, Karen","Karen, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1472,4 Bedroom Mansion,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
1473,Ambassadorial House in Nyari,"Ibis Drive, Nyari, Nairobi, Nairobi",5 Bedrooms,KSh 190000000
1474,3 Bedroom Maisonette Master Ensuite Plus Dsq for sale in Syokimau,"Mombasa road, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 13000000
1475,Town House for sale on Elmolo Drive,"Elmolo drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1476,A Stunning 5 Bedroom House in Mbagathi Ridge Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 105000000
1477,3 Bedroom Offplan Town House For Sale  in Ngong,"ngong, Ngong Road, Nairobi, Nairobi",3 Bedrooms,KSh 7800000
1478,Charming 5 Bedroom Townhouse,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1479,Beautiful 4 Bedroom Villa - Redhill Limuru,"Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
1480,Spacious Town House 5 Bedroom All Ensuite 2dsq For Sale In Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 44000000
1481,Kingara Road Townhouse,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 51000000
